bbox_area,solidity,equivalent_diameter,orientation,convex_area,area,extent,eccentricity,major_axis_length,feret_diameter_max,perimeter,minor_axis_length,label
6445976,0.9633017833534016,2333.7854712606368,1.5522255928970847,4440679,4277714,0.6636254928656266,0.9212933603417024,3781.264957116125,4074.798768037509,9813.395954391113,1470.4140244081007,IMG_20220212_095411.jpg
5588154,0.9124258506866457,2152.778601297566,-1.562439680887883,3989248,3639893,0.65135874923991,0.9603909012401671,4163.704052020951,4349.599176935732,10251.710529441876,1160.2422405558057,IMG_20220212_095745.jpg
4113401,0.9371558664133876,1862.4252797637134,1.5683926385917208,2906938,2724254,0.6622874842496513,0.9681145292630757,3779.721369811753,3959.977903978758,9128.08397899568,946.8504421591128,IMG_20220110_150506.jpg
5295400,0.9645297643600369,2112.559661317025,-1.5459002770517714,3634061,3505160,0.6619254447256109,0.9142161374815683,3376.6310365393547,3652.5433604544655,8799.090255118841,1368.3017835624398,IMG_20220212_095546.jpg
5551968,0.9557731628976985,2183.263232590365,1.4941574877394677,3916943,3743709,0.6743030579426971,0.9106136517624838,3425.411661944098,3625.8881670564524,9077.76644535209,1415.58127025183,IMG_20220110_153052.jpg
3964578,0.9512354435001473,1868.0619566235612,1.5348809111515547,2881273,2740769,0.691314182745301,0.9173855611202149,3013.362290445806,3154.1941918658085,7772.372434325251,1199.3171779872887,IMG_20220212_095917.jpg
3750310,0.9585385616578195,1855.5834311177393,-1.5012948367110743,2821248,2704275,0.7210803906877031,0.8926965132503786,2783.3223679011408,2972.6234204823186,7430.860674292319,1254.3274250921959,IMG_20220110_150842.jpg
10547344,0.9634700847775116,3053.785764603818,-1.5567234543495345,7602016,7324315,0.6944226906792839,0.8695461313805288,4372.142933968909,4673.152255169951,12044.968860436893,2159.190325972601,IMG_20220110_151951.jpg
1170324,0.9421813546699466,1048.896870780628,1.5294943428457246,917109,864083,0.7383280185657989,0.9776884568368893,2306.1674619616015,2245.481908188084,5096.8266940211915,484.43396395131873,IMG_20220110_150640.jpg
927536,0.9504500186842145,933.3476116176389,1.5474230570019676,719859,684190,0.737642528160632,0.9765849702746215,2040.0275757664253,2000.9360309615097,4535.897761833057,438.8752997164848,IMG_20220110_150758.jpg
7223040,0.9561069654386924,2509.065194742382,-1.5110720706811307,5171390,4944402,0.6845319976076555,0.922168032414773,4078.8865106299186,4331.180093230943,10540.609157826708,1577.670488144884,IMG_20220110_152308.jpg
2095730,0.9600359292978331,1420.1314170435621,-1.5681478536719033,1649907,1583970,0.7558082386566972,0.9820054287929189,3285.227174767056,3185.2266795316154,7575.233944377377,620.4239831360513,IMG_20220212_100425.jpg
4860075,0.9531910311890666,2028.3502989542362,1.5417289840946518,3389970,3231289,0.6648640195881751,0.9111703517229173,3196.0002558622746,3425.8431079078914,8535.391770309006,1316.847478293057,IMG_20220110_150324.jpg
5264490,0.9522029332418699,2088.5167534736374,1.48287166747943,3597794,3425830,0.6507429969474726,0.9072841128727815,3261.3705161320645,3498.5494136856205,8716.827411896189,1371.46558916649,IMG_20220212_100116.jpg
7386379,0.9512509506653765,2470.983432012308,1.5593014805381653,5041206,4795452,0.6492290742189102,0.912971428680507,3922.961987176348,4277.042202270162,10325.098623283053,1600.6606508619434,IMG_20220110_152533.jpg
3602860,0.9667460666811173,1772.0867007864954,1.5401179553219158,2551217,2466379,0.6845614317514419,0.9193269188972193,2846.3397159794113,3020.251810693936,7345.213921310594,1120.019365733148,IMG_20220110_151057.jpg
3776792,0.9562142153567972,1839.9647011715206,1.5299813016735715,2780697,2658942,0.704021296380632,0.9065521479406455,2850.008202661768,3010.9541677016605,7517.612982971316,1202.9708836676741,IMG_20220110_152908.jpg
